"name","state","idhm","income","longevity","education","year"
"Tiradentes do Sul","RS",0.746,0.61,0.791,0.838,2000
"Unistalda","RS",0.746,0.597,0.803,0.837,2000
"Alcinópolis","MS",0.745,0.651,0.741,0.844,2000
"Alegria","RS",0.745,0.621,0.76,0.854,2000
"Almeirim","PA",0.745,0.695,0.733,0.807,2000
"Areiópolis","SP",0.745,0.66,0.746,0.83,2000
"Barroso","MG",0.745,0.646,0.737,0.852,2000
"Brasilândia de Minas","MG",0.745,0.644,0.761,0.831,2000
"Califórnia","PR",0.745,0.665,0.724,0.845,2000
"Carmo da Cachoeira","MG",0.745,0.657,0.788,0.789,2000
"Cruzília","MG",0.745,0.648,0.763,0.825,2000
"Dobrada","SP",0.745,0.672,0.772,0.79,2000
"Firminópolis","GO",0.745,0.648,0.727,0.859,2000
"Gália","SP",0.745,0.679,0.748,0.808,2000
"Glória de Dourados","MS",0.745,0.661,0.741,0.832,2000
"Itapeva","SP",0.745,0.692,0.692,0.852,2000
"Mamborê","PR",0.745,0.638,0.725,0.872,2000
"Marilândia","ES",0.745,0.648,0.762,0.824,2000
"Mateus Leme","MG",0.745,0.672,0.72,0.843,2000
"Monte Santo de Minas","MG",0.745,0.692,0.754,0.79,2000
"Nova Alvorada do Sul","MS",0.745,0.685,0.723,0.826,2000
"Pantano Grande","RS",0.745,0.668,0.727,0.84,2000
"Perobal","PR",0.745,0.633,0.746,0.856,2000
"Pompéu","MG",0.745,0.685,0.743,0.808,2000
"Pratânia","SP",0.745,0.697,0.702,0.835,2000
"Rodeiro","MG",0.745,0.664,0.771,0.801,2000
"Saltinho","SC",0.745,0.639,0.785,0.81,2000
"Santa Rosa da Serra","MG",0.745,0.66,0.789,0.785,2000
"Santa Terezinha do Progresso","SC",0.745,0.633,0.775,0.826,2000
"Santo Antônio da Platina","PR",0.745,0.689,0.712,0.834,2000
"São José do Calçado","ES",0.745,0.662,0.757,0.817,2000
"São Pedro da União","MG",0.745,0.673,0.781,0.78,2000
"São Pedro do Ivaí","PR",0.745,0.669,0.744,0.823,2000
"Serra do Salitre","MG",0.745,0.679,0.76,0.797,2000
"Serrania","MG",0.745,0.658,0.773,0.805,2000
"Bela Vista de Goiás","GO",0.744,0.657,0.741,0.833,2000
"Carmo de Minas","MG",0.744,0.655,0.784,0.792,2000
"Entre Rios de Minas","MG",0.744,0.642,0.761,0.83,2000
"Erval Grande","RS",0.744,0.63,0.774,0.828,2000
"Esperança Nova","PR",0.744,0.636,0.752,0.843,2000
"Faxinalzinho","RS",0.744,0.645,0.724,0.862,2000
"Guarda-Mor","MG",0.744,0.677,0.735,0.819,2000
"Heitoraí","GO",0.744,0.648,0.749,0.834,2000
"Itaquaquecetuba","SP",0.744,0.651,0.702,0.88,2000
"Palma","MG",0.744,0.65,0.766,0.816,2000
"Piquerobi","SP",0.744,0.664,0.739,0.829,2000
"Piraquara","PR",0.744,0.664,0.708,0.859,2000
"Planalto","SP",0.744,0.683,0.737,0.812,2000
"Pracinha","SP",0.744,0.62,0.818,0.795,2000
"Redenção","PA",0.744,0.658,0.738,0.836,2000
"Santana do Deserto","MG",0.744,0.631,0.774,0.828,2000
"São Gonçalo do Pará","MG",0.744,0.653,0.744,0.834,2000
"Terra Boa","PR",0.744,0.655,0.753,0.823,2000
"Trindade do Sul","RS",0.744,0.61,0.787,0.836,2000
"Alecrim","RS",0.743,0.61,0.741,0.879,2000
"Aloândia","GO",0.743,0.678,0.726,0.826,2000
"Altãnia","PR",0.743,0.645,0.752,0.831,2000
"Alto Horizonte","GO",0.743,0.638,0.732,0.859,2000
"Alto Paraná","PR",0.743,0.656,0.752,0.821,2000
"Arambaré","RS",0.743,0.667,0.725,0.838,2000
"Barão do Triunfo","RS",0.743,0.632,0.795,0.801,2000
"Barra Bonita","SC",0.743,0.609,0.775,0.845,2000
"Cabrália Paulista","SP",0.743,0.655,0.741,0.834,2000
"Canguçu","RS",0.743,0.638,0.777,0.813,2000
"Carmo da Mata","MG",0.743,0.682,0.722,0.825,2000
"Dona Euzébia","MG",0.743,0.649,0.759,0.821,2000
"Goianésia","GO",0.743,0.659,0.722,0.848,2000
"Guaçuí","ES",0.743,0.693,0.727,0.808,2000
"Guajará-Mirim","RO",0.743,0.667,0.699,0.864,2000
"Irati","PR",0.743,0.668,0.685,0.876,2000
"Itaguara","MG",0.743,0.664,0.736,0.829,2000
"Itamaracá","PE",0.743,0.615,0.797,0.817,2000
"Maçambara","RS",0.743,0.659,0.716,0.855,2000
"Miracema do Tocantins","TO",0.743,0.641,0.758,0.83,2000
"Monte Castelo","SP",0.743,0.664,0.753,0.812,2000
"Muliterno","RS",0.743,0.646,0.737,0.846,2000
"Munhoz","MG",0.743,0.673,0.761,0.796,2000
"Novo São Joaquim","MT",0.743,0.69,0.735,0.803,2000
"Pitanga","PR",0.743,0.643,0.751,0.835,2000
"Porto Real","RJ",0.743,0.667,0.692,0.871,2000
"Poxoréo","MT",0.743,0.641,0.776,0.812,2000
"São Brás do Suaçuí","MG",0.743,0.629,0.734,0.867,2000
"Serra do Navio","AP",0.743,0.605,0.728,0.897,2000
"Suzanápolis","SP",0.743,0.648,0.763,0.817,2000
"Trombas","GO",0.743,0.598,0.784,0.847,2000
"Wenceslau Braz","MG",0.743,0.664,0.743,0.821,2000
"Abadia de Goiás","GO",0.742,0.662,0.71,0.854,2000
"Andirá","PR",0.742,0.686,0.715,0.824,2000
"Ângulo","PR",0.742,0.662,0.743,0.822,2000
"Áurea","RS",0.742,0.631,0.724,0.87,2000
"Baependi","MG",0.742,0.654,0.784,0.787,2000
"Baldim","MG",0.742,0.617,0.766,0.842,2000
"Belford Roxo","RJ",0.742,0.642,0.711,0.873,2000
"Brunópolis","SC",0.742,0.602,0.823,0.8,2000
"Caldazinha","GO",0.742,0.672,0.727,0.828,2000
"Campina do Monte Alegre","SP",0.742,0.66,0.728,0.839,2000
"Carnaúba dos Dantas","RN",0.742,0.612,0.804,0.809,2000
"Espírito Santo do Dourado","MG",0.742,0.66,0.776,0.79,2000
"Iaras","SP",0.742,0.661,0.716,0.849,2000
"Imaruí","SC",0.742,0.647,0.773,0.806,2000
"Itauçu","GO",0.742,0.624,0.762,0.839,2000
"Jaguaraçu","MG",0.742,0.608,0.795,0.822,2000
"Juquiá","SP",0.742,0.68,0.722,0.824,2000
"Leópolis","PR",0.742,0.653,0.744,0.828,2000
"Mimoso do Sul","ES",0.742,0.645,0.767,0.814,2000
"Nova Aliança do Ivaí","PR",0.742,0.644,0.74,0.843,2000
"Nova Olímpia","MT",0.742,0.656,0.736,0.834,2000
"Novo Gama","GO",0.742,0.646,0.726,0.855,2000
"Paranacity","PR",0.742,0.671,0.726,0.829,2000
"Paraúna","GO",0.742,0.692,0.724,0.811,2000
"Patrocínio do Muriaé","MG",0.742,0.636,0.784,0.806,2000
"Presidente Castelo Branco","PR",0.742,0.653,0.743,0.831,2000
"Santana","AP",0.742,0.622,0.728,0.875,2000
"São Gabriel da Palha","ES",0.742,0.689,0.73,0.806,2000
"São José do Herval","RS",0.742,0.627,0.833,0.766,2000
"Sapucaia","RJ",0.742,0.694,0.73,0.801,2000
"Serra Azul","SP",0.742,0.669,0.719,0.839,2000
"Serra da Saudade","MG",0.742,0.672,0.772,0.782,2000
"Serranópolis","GO",0.742,0.689,0.734,0.803,2000
"Teófilo Otoni","MG",0.742,0.666,0.746,0.814,2000
"Aguanil","MG",0.741,0.654,0.797,0.771,2000
"Alvinlândia","SP",0.741,0.649,0.749,0.824,2000
"Boa Esperança do Iguaçu","PR",0.741,0.646,0.736,0.84,2000
"Cerrito","RS",0.741,0.626,0.777,0.821,2000
"Estrela Velha","RS",0.741,0.648,0.775,0.799,2000
"Formigueiro","RS",0.741,0.64,0.746,0.836,2000
"Goianá","MG",0.741,0.656,0.723,0.844,2000
"Icaraíma","PR",0.741,0.656,0.752,0.815,2000
"Itarana","ES",0.741,0.662,0.753,0.808,2000
"Mar de Espanha","MG",0.741,0.677,0.723,0.822,2000
"Parauapebas","PA",0.741,0.674,0.704,0.844,2000
"Planalto","RS",0.741,0.648,0.724,0.852,2000
"Presidente Figueiredo","AM",0.741,0.647,0.718,0.858,2000
"Quintana","SP",0.741,0.67,0.716,0.836,2000
"Santa Mercedes","SP",0.741,0.652,0.753,0.817,2000
"São Fidélis","RJ",0.741,0.668,0.734,0.822,2000
"Taquarituba","SP",0.741,0.687,0.713,0.823,2000
"Tigrinhos","SC",0.741,0.6,0.775,0.849,2000
"Campo Magro","PR",0.74,0.676,0.708,0.837,2000
"Carapebus","RJ",0.74,0.66,0.71,0.851,2000
"Claraval","MG",0.74,0.65,0.772,0.797,2000
"Douradina","PR",0.74,0.68,0.715,0.825,2000
"Erval Seco","RS",0.74,0.601,0.799,0.821,2000
"Feira de Santana","BA",0.74,0.663,0.697,0.861,2000
"Frei Rogério","SC",0.74,0.633,0.72,0.867,2000
"Goianira","GO",0.74,0.639,0.736,0.844,2000
"Ibarama","RS",0.74,0.641,0.746,0.832,2000
"Iguaraçu","PR",0.74,0.672,0.709,0.839,2000
"Itaúba","MT",0.74,0.702,0.722,0.796,2000
"Jussara","GO",0.74,0.667,0.718,0.836,2000
"Madre de Deus","BA",0.74,0.624,0.707,0.889,2000
"Marinópolis","SP",0.74,0.649,0.761,0.81,2000
"Nova Guataporanga","SP",0.74,0.644,0.776,0.8,2000
"Nova Luzitânia","SP",0.74,0.671,0.721,0.828,2000
"Nova Maringá","MT",0.74,0.697,0.762,0.761,2000
"Nova Olímpia","PR",0.74,0.648,0.754,0.819,2000
"Passa Vinte","MG",0.74,0.629,0.795,0.795,2000
"Pedralva","MG",0.74,0.639,0.765,0.817,2000
"Salinópolis","PA",0.74,0.619,0.774,0.826,2000
"Santo Expedito do Sul","RS",0.74,0.635,0.707,0.878,2000
"São José do Seridó","RN",0.74,0.609,0.804,0.808,2000
"Água Limpa","GO",0.739,0.681,0.696,0.841,2000
"Alegre","ES",0.739,0.671,0.727,0.818,2000
"Arenópolis","GO",0.739,0.63,0.772,0.816,2000
"Colinas do Tocantins","TO",0.739,0.666,0.708,0.842,2000
"Colorado do Oeste","RO",0.739,0.658,0.721,0.839,2000
"Damolândia","GO",0.739,0.632,0.755,0.829,2000
"Deodápolis","MS",0.739,0.638,0.767,0.813,2000
"Eugenópolis","MG",0.739,0.662,0.762,0.793,2000
"Guapimirim","RJ",0.739,0.684,0.69,0.843,2000
"Guaraci","PR",0.739,0.664,0.743,0.811,2000
"Igaratinga","MG",0.739,0.651,0.744,0.821,2000
"Inhaúma","MG",0.739,0.63,0.748,0.838,2000
"Itaberaí","GO",0.739,0.697,0.725,0.796,2000
"Itapura","SP",0.739,0.627,0.763,0.827,2000
"Jesuânia","MG",0.739,0.649,0.776,0.792,2000
"Lima Duarte","MG",0.739,0.646,0.758,0.813,2000
"Maceió","AL",0.739,0.715,0.667,0.834,2000
"Mariápolis","SP",0.739,0.644,0.741,0.833,2000
"Marilândia do Sul","PR",0.739,0.65,0.76,0.806,2000
"Mirassol d'Oeste","MT",0.739,0.674,0.719,0.825,2000
"Niquelândia","GO",0.739,0.665,0.717,0.836,2000
"Novo Tiradentes","RS",0.739,0.581,0.807,0.83,2000
"Palestina de Goiás","GO",0.739,0.638,0.781,0.799,2000
"Rio das Flores","RJ",0.739,0.646,0.726,0.845,2000
"Santana de Cataguases","MG",0.739,0.627,0.769,0.82,2000
"São Gonçalo do Abaeté","MG",0.739,0.636,0.761,0.82,2000
"Tapiraí","MG",0.739,0.642,0.789,0.787,2000
"Uru","SP",0.739,0.68,0.702,0.834,2000
"Xinguara","PA",0.739,0.677,0.738,0.801,2000
"Alto Paraíso de Goiás","GO",0.738,0.66,0.716,0.838,2000
"Aspásia","SP",0.738,0.651,0.747,0.815,2000
"Bataguassu","MS",0.738,0.669,0.712,0.834,2000
"Bela Vista da Caroba","PR",0.738,0.594,0.774,0.845,2000
"Bela Vista de Minas","MG",0.738,0.623,0.707,0.885,2000
"Canitar","SP",0.738,0.637,0.763,0.815,2000
"Caxambu do Sul","SC",0.738,0.645,0.718,0.851,2000
"Centenário do Sul","PR",0.738,0.634,0.762,0.817,2000
"Conceição de Macabu","RJ",0.738,0.668,0.705,0.841,2000
"Cristiano Otoni","MG",0.738,0.615,0.761,0.837,2000
"Diamante do Norte","PR",0.738,0.659,0.73,0.825,2000
"Espigão d'Oeste","RO",0.738,0.669,0.752,0.792,2000
"Estrela do Indaiá","MG",0.738,0.669,0.749,0.797,2000
"Euclides da Cunha Paulista","SP",0.738,0.603,0.783,0.827,2000
"Francisco Morato","SP",0.738,0.636,0.717,0.862,2000
"Gouvelândia","GO",0.738,0.65,0.745,0.818,2000
"Herculândia","SP",0.738,0.659,0.716,0.84,2000
"Ijaci","MG",0.738,0.637,0.761,0.817,2000
"Itaiópolis","SC",0.738,0.617,0.73,0.867,2000
"Ivinhema","MS",0.738,0.657,0.72,0.836,2000
"Maravilhas","MG",0.738,0.622,0.77,0.823,2000
"Marilena","PR",0.738,0.639,0.783,0.793,2000
"Morrinhos do Sul","RS",0.738,0.641,0.729,0.843,2000
"Nova Venécia","ES",0.738,0.673,0.704,0.837,2000
"Oiapoque","AP",0.738,0.7,0.696,0.817,2000
"Pedro Afonso","TO",0.738,0.624,0.711,0.88,2000
"Planalto da Serra","MT",0.738,0.635,0.766,0.812,2000
"Ponte Branca","MT",0.738,0.649,0.756,0.81,2000
"Progresso","RS",0.738,0.671,0.732,0.811,2000
"Rancho Alegre","PR",0.738,0.65,0.736,0.827,2000
"Rio Azul","PR",0.738,0.607,0.751,0.856,2000
"Santa Terezinha","SC",0.738,0.617,0.761,0.837,2000
"Santo Inácio","PR",0.738,0.675,0.685,0.854,2000
"São Carlos do Ivaí","PR",0.738,0.66,0.743,0.81,2000
"São José dos Ausentes","RS",0.738,0.647,0.733,0.835,2000
"São Tomé","PR",0.738,0.653,0.706,0.854,2000
"Tapiraí","SP",0.738,0.674,0.733,0.808,2000
"Teixeira Soares","PR",0.738,0.641,0.718,0.855,2000
"Tocos do Moji","MG",0.738,0.628,0.761,0.824,2000
"Tupanci do Sul","RS",0.738,0.633,0.707,0.873,2000
"Uruaçu","GO",0.738,0.651,0.712,0.85,2000
"Altamira","PA",0.737,0.661,0.752,0.797,2000
"Araguaiana","MT",0.737,0.645,0.738,0.829,2000
"Avelinópolis","GO",0.737,0.674,0.736,0.8,2000
"Barracão","RS",0.737,0.642,0.707,0.863,2000
"Bom Jardim de Goiás","GO",0.737,0.637,0.746,0.827,2000
"Cáceres","MT",0.737,0.672,0.689,0.851,2000
"Cachoeira Alta","GO",0.737,0.695,0.703,0.813,2000
"Cerro Branco","RS",0.737,0.646,0.766,0.798,2000
"Cruzeiro do Iguaçu","PR",0.737,0.626,0.736,0.848,2000
"Dirce Reis","SP",0.737,0.648,0.747,0.815,2000
"Formoso","GO",0.737,0.63,0.732,0.848,2000
"Guatambú","SC",0.737,0.604,0.757,0.851,2000
"Hidrolina","GO",0.737,0.674,0.69,0.847,2000
"Itaboraí","RJ",0.737,0.659,0.708,0.844,2000
"Leandro Ferreira","MG",0.737,0.655,0.746,0.811,2000
"Lourdes","SP",0.737,0.657,0.717,0.837,2000
"Monte Castelo","SC",0.737,0.631,0.763,0.818,2000
"Nova Independência","SP",0.737,0.635,0.763,0.813,2000
"Palmas","PR",0.737,0.689,0.716,0.806,2000
"Papanduva","SC",0.737,0.625,0.74,0.847,2000
"Piranhas","GO",0.737,0.649,0.707,0.855,2000
"Planaltina do Paraná","PR",0.737,0.642,0.753,0.817,2000
"Rio Claro","RJ",0.737,0.66,0.75,0.802,2000
"Riolândia","SP",0.737,0.685,0.718,0.807,2000
"São Miguel do Araguaia","GO",0.737,0.675,0.722,0.813,2000
"Vera Cruz do Oeste","PR",0.737,0.653,0.714,0.844,2000
"Viana","ES",0.737,0.635,0.701,0.874,2000
"Aiuruoca","MG",0.736,0.663,0.761,0.783,2000
"Alterosa","MG",0.736,0.655,0.754,0.799,2000
"Arantina","MG",0.736,0.617,0.758,0.834,2000
"Bocaiúva","MG",0.736,0.602,0.792,0.815,2000
"Campo Novo","RS",0.736,0.635,0.724,0.849,2000
"Castro","PR",0.736,0.681,0.686,0.842,2000
"Coronel Pacheco","MG",0.736,0.643,0.76,0.805,2000
"Denise","MT",0.736,0.664,0.69,0.854,2000
"Domingos Martins","ES",0.736,0.675,0.74,0.793,2000
"Fênix","PR",0.736,0.633,0.751,0.824,2000
"Francisco Alves","PR",0.736,0.622,0.758,0.827,2000
"Goiás","GO",0.736,0.655,0.705,0.847,2000
"Guidoval","MG",0.736,0.659,0.759,0.79,2000
"Hidrolândia","GO",0.736,0.666,0.724,0.817,2000
"Liberdade","MG",0.736,0.628,0.804,0.775,2000
"Lupércio","SP",0.736,0.648,0.748,0.813,2000
"Maracanaú","CE",0.736,0.585,0.76,0.863,2000
"Natividade","RJ",0.736,0.689,0.689,0.829,2000
"Papagaios","MG",0.736,0.679,0.724,0.805,2000
"Peabiru","PR",0.736,0.656,0.694,0.859,2000
"Professor Jamil","GO",0.736,0.66,0.708,0.839,2000
"Redenção da Serra","SP",0.736,0.629,0.778,0.802,2000
"Resende Costa","MG",0.736,0.619,0.736,0.854,2000
"Rio Rufino","SC",0.736,0.644,0.759,0.805,2000
"Santa Rita de Jacutinga","MG",0.736,0.642,0.764,0.803,2000
"Selvíria","MS",0.736,0.649,0.737,0.821,2000
"Turvânia","GO",0.736,0.659,0.719,0.83,2000
"Varjão de MInas","MG",0.736,0.647,0.735,0.825,2000
"Vila Nova do Sul","RS",0.736,0.644,0.727,0.838,2000
"Alto Jequitibá","MG",0.735,0.651,0.775,0.779,2000
"Argirita","MG",0.735,0.632,0.759,0.814,2000
"Belmiro Braga","MG",0.735,0.618,0.776,0.812,2000
"Bom Sucesso","PR",0.735,0.635,0.749,0.821,2000
"Brasópolis","MG",0.735,0.681,0.707,0.817,2000
"Caiapônia","GO",0.735,0.647,0.772,0.786,2000
"Cláudio","MG",0.735,0.661,0.709,0.835,2000
"Córrego do Bom Jesus","MG",0.735,0.639,0.745,0.821,2000
"Divisa Nova","MG",0.735,0.659,0.754,0.792,2000
"Gouvêa","MG",0.735,0.604,0.764,0.838,2000
"Guiricema","MG",0.735,0.602,0.808,0.794,2000
"Itaberá","SP",0.735,0.628,0.735,0.843,2000
"Itapuranga","GO",0.735,0.673,0.717,0.815,2000
"Itarumã","GO",0.735,0.705,0.703,0.797,2000
"Lebon Régis","SC",0.735,0.613,0.782,0.809,2000
"Marumbi","PR",0.735,0.645,0.718,0.841,2000
"Mirante do Paranapanema","SP",0.735,0.653,0.729,0.824,2000
"Mossoró","RN",0.735,0.639,0.739,0.827,2000
"Paula Freitas","PR",0.735,0.635,0.702,0.869,2000
"Paulo Frontin","PR",0.735,0.637,0.702,0.866,2000
"Pedra Preta","MT",0.735,0.654,0.745,0.806,2000
"Platina","SP",0.735,0.657,0.722,0.826,2000
"Rio Acima","MG",0.735,0.643,0.735,0.826,2000
"Rio Piracicaba","MG",0.735,0.641,0.707,0.856,2000
"Sagrada Família","RS",0.735,0.59,0.8,0.816,2000
"Santa Tereza do Oeste","PR",0.735,0.634,0.722,0.849,2000
"São José dos Quatro Marcos","MT",0.735,0.628,0.745,0.832,2000
"Seritinga","MG",0.735,0.617,0.761,0.828,2000
"Taquaraçu de Minas","MG",0.735,0.598,0.794,0.812,2000
"Bom Jesus","SC",0.734,0.64,0.732,0.83,2000
"Cacique Doble","RS",0.734,0.641,0.693,0.868,2000
"Camaçari","BA",0.734,0.623,0.707,0.873,2000
"Caraã","RS",0.734,0.613,0.817,0.771,2000
"Cerro Grande do Sul","RS",0.734,0.624,0.761,0.816,2000
"Conselheiro Pena","MG",0.734,0.664,0.765,0.774,2000
"Jaboticaba","RS",0.734,0.616,0.764,0.823,2000
"Jaquirana","RS",0.734,0.632,0.733,0.838,2000
"Jaraguari","MS",0.734,0.635,0.737,0.83,2000
"Lagoa Dourada","MG",0.734,0.615,0.746,0.842,2000
"Lidianópolis","PR",0.734,0.615,0.768,0.818,2000
"Machadinho","RS",0.734,0.636,0.707,0.86,2000
"Madre de Deus de Minas","MG",0.734,0.624,0.736,0.843,2000
"Panamá","GO",0.734,0.642,0.739,0.82,2000
"Piranguçu","MG",0.734,0.629,0.764,0.808,2000
"Ribas do Rio Pardo","MS",0.734,0.661,0.761,0.78,2000
"Rondon","PR",0.734,0.672,0.704,0.826,2000
"Salmourão","SP",0.734,0.65,0.751,0.801,2000
"Sanclerlândia","GO",0.734,0.632,0.736,0.835,2000
"Santa Maria Madalena","RJ",0.734,0.66,0.749,0.794,2000
"Tabaporã","MT",0.734,0.708,0.728,0.765,2000
"Ubiratã","PR",0.734,0.647,0.696,0.859,2000
"Uniflor","PR",0.734,0.643,0.756,0.802,2000
"Andrelândia","MG",0.733,0.663,0.725,0.811,2000
"Antônio Carlos","MG",0.733,0.628,0.766,0.805,2000
"Araçu","GO",0.733,0.618,0.774,0.808,2000
"Bandeirantes","MS",0.733,0.649,0.737,0.814,2000
"Belo Vale","MG",0.733,0.617,0.757,0.825,2000
"Bom Jardim","RJ",0.733,0.69,0.722,0.788,2000
"Buritis","MG",0.733,0.687,0.723,0.789,2000
"Cambuci","RJ",0.733,0.656,0.759,0.784,2000
"Campinaçu","GO",0.733,0.592,0.804,0.804,2000
"Cordisburgo","MG",0.733,0.636,0.731,0.832,2000
"Cunha","SP",0.733,0.611,0.778,0.81,2000
"Davinópolis","GO",0.733,0.63,0.729,0.839,2000
"Diorama","GO",0.733,0.619,0.746,0.833,2000
"Eldorado","SP",0.733,0.633,0.743,0.823,2000
"Heliodora","MG",0.733,0.655,0.765,0.779,2000
"Jataizinho","PR",0.733,0.646,0.734,0.82,2000
"Maria da Fé","MG",0.733,0.65,0.707,0.842,2000
"Miracema","RJ",0.733,0.686,0.683,0.829,2000
"Moeda","MG",0.733,0.627,0.736,0.835,2000
"Monte Carlo","SC",0.733,0.618,0.766,0.815,2000
"Natividade da Serra","SP",0.733,0.636,0.786,0.778,2000
"Pedra Bela","SP",0.733,0.661,0.754,0.785,2000
"Petrolina de Goiás","GO",0.733,0.65,0.769,0.78,2000
"Prudentópolis","PR",0.733,0.598,0.776,0.824,2000
"Santa Bárbara de Goiás","GO",0.733,0.633,0.736,0.829,2000
"Americano do Brasil","GO",0.732,0.661,0.727,0.808,2000
"Amorinópolis","GO",0.732,0.638,0.73,0.828,2000
"Araruna","PR",0.732,0.647,0.717,0.833,2000
"Aurilândia","GO",0.732,0.635,0.727,0.834,2000
"Bom Retiro","SC",0.732,0.668,0.717,0.811,2000
"Castelândia","GO",0.732,0.665,0.759,0.772,2000
"Dias d'Ávila","BA",0.732,0.606,0.716,0.875,2000
"Engenho Velho","RS",0.732,0.62,0.734,0.843,2000
"Faxinal","PR",0.732,0.672,0.718,0.806,2000
"Flor da Serra do Sul","PR",0.732,0.615,0.763,0.818,2000
"Fontoura Xavier","RS",0.732,0.616,0.8,0.779,2000
"Itararé","SP",0.732,0.677,0.671,0.849,2000
"Jeceaba","MG",0.732,0.606,0.765,0.826,2000
"Laranjal do Jari","AP",0.732,0.617,0.728,0.852,2000
"Manhumirim","MG",0.732,0.665,0.745,0.785,2000
"Mesópolis","SP",0.732,0.64,0.747,0.81,2000
"Nova Veneza","GO",0.732,0.63,0.723,0.842,2000
"Novo Mundo","MT",0.732,0.661,0.706,0.829,2000
"Passos Maia","SC",0.732,0.619,0.76,0.817,2000
"Piau","MG",0.732,0.619,0.776,0.801,2000
"Porto Vitória","PR",0.732,0.647,0.684,0.865,2000
"Queimados","RJ",0.732,0.642,0.69,0.865,2000
"Quissamã","RJ",0.732,0.641,0.71,0.845,2000
"São Geraldo","MG",0.732,0.634,0.769,0.792,2000
"São Pedro do Iguaçu","PR",0.732,0.612,0.769,0.816,2000
"Toropi","RS",0.732,0.626,0.727,0.844,2000
"Volta Grande","MG",0.732,0.65,0.726,0.821,2000
"Aimorés","MG",0.731,0.639,0.788,0.767,2000
"Alvorada","TO",0.731,0.629,0.725,0.84,2000
"Araguainha","MT",0.731,0.597,0.756,0.841,2000
"Arandu","SP",0.731,0.652,0.708,0.833,2000
"Buriti de Goiás","GO",0.731,0.618,0.727,0.849,2000
"Coronel Xavier Chaves","MG",0.731,0.609,0.736,0.847,2000
"Dois Irmãos das Missões","RS",0.731,0.626,0.724,0.842,2000
"Dom Cavati","MG",0.731,0.647,0.751,0.795,2000
"Estrela Dalva","MG",0.731,0.659,0.735,0.799,2000
"Glória d'Oeste","MT",0.731,0.686,0.723,0.784,2000
"Iguatemi","MS",0.731,0.658,0.708,0.828,2000
"Jaboticatubas","MG",0.731,0.644,0.737,0.812,2000
"Juranda","PR",0.731,0.652,0.696,0.846,2000
"Lagamar","MG",0.731,0.654,0.703,0.836,2000
"Marliéria","MG",0.731,0.613,0.75,0.83,2000
"Pontalinda","SP",0.731,0.626,0.747,0.819,2000
"Rochedo","MS",0.731,0.638,0.71,0.844,2000
"São José do Cerrito","SC",0.731,0.615,0.777,0.802,2000
"Senador Cortes","MG",0.731,0.624,0.776,0.793,2000
"Sete Barras","SP",0.731,0.619,0.763,0.812,2000
"Silva Jardim","RJ",0.731,0.652,0.743,0.799,2000
"Tapira","PR",0.731,0.637,0.748,0.807,2000
"Terenos","MS",0.731,0.642,0.721,0.829,2000
"Vigia","PA",0.731,0.578,0.769,0.847,2000
"Abreu e Lima","PE",0.73,0.585,0.762,0.844,2000
"Álvaro de Carvalho","SP",0.73,0.637,0.748,0.806,2000
"Cabeceira Grande","MG",0.73,0.634,0.771,0.785,2000
"Cafezal do Sul","PR",0.73,0.642,0.741,0.808,2000
"Castanheira","MT",0.73,0.65,0.75,0.791,2000
"Clevelândia","PR",0.73,0.653,0.716,0.822,2000
"Córrego Fundo","MG",0.73,0.63,0.756,0.805,2000
"Dom Feliciano","RS",0.73,0.635,0.764,0.79,2000
"Felixlândia","MG",0.73,0.609,0.757,0.823,2000
"Indiara","GO",0.73,0.651,0.724,0.816,2000
"Israelândia","GO",0.73,0.628,0.73,0.833,2000
"Moiporá","GO",0.73,0.636,0.703,0.852,2000
"Perolândia","GO",0.73,0.666,0.704,0.819,2000
"Piraí do Sul","PR",0.73,0.665,0.686,0.84,2000
"Porciúncula","RJ",0.73,0.64,0.74,0.81,2000
"Queiroz","SP",0.73,0.631,0.765,0.795,2000
"Queluzita","MG",0.73,0.622,0.761,0.807,2000
"Resplendor","MG",0.73,0.656,0.75,0.785,2000
"Ribeirãozinho","MT",0.73,0.665,0.694,0.83,2000
"São Mateus","ES",0.73,0.68,0.666,0.843,2000
"Sapucaia","PA",0.73,0.647,0.738,0.806,2000
"Senador Firmino","MG",0.73,0.606,0.782,0.802,2000
"Simões Filho","BA",0.73,0.608,0.694,0.887,2000
"Tapejara","PR",0.73,0.658,0.707,0.825,2000
"Alagoinhas","BA",0.729,0.641,0.672,0.873,2000
"Angélica","MS",0.729,0.62,0.741,0.827,2000
"Araguapaz","GO",0.729,0.668,0.752,0.767,2000
"Capanema","PA",0.729,0.601,0.754,0.832,2000
"Guapó","GO",0.729,0.642,0.72,0.824,2000
"Guzolândia","SP",0.729,0.637,0.739,0.811,2000
"Ibirité","MG",0.729,0.609,0.724,0.855,2000
"Itapuca","RS",0.729,0.639,0.729,0.819,2000
"Iúna","ES",0.729,0.679,0.759,0.749,2000
"Jaru","RO",0.729,0.656,0.725,0.807,2000
"Manoel Ribas","PR",0.729,0.623,0.736,0.828,2000
"Novo Cabrais","RS",0.729,0.62,0.742,0.826,2000
"Pedro de Toledo","SP",0.729,0.672,0.692,0.824,2000
"Prados","MG",0.729,0.609,0.768,0.81,2000
"Raul Soares","MG",0.729,0.645,0.747,0.795,2000
