"name","state","idhm","income","longevity","education","year"
"Canarana","MT",0.761,0.73,0.739,0.814,2000
"Contenda","PR",0.761,0.663,0.768,0.852,2000
"Cristalina","GO",0.761,0.674,0.783,0.825,2000
"Glicério","SP",0.761,0.68,0.746,0.857,2000
"Guiratinga","MT",0.761,0.666,0.767,0.851,2000
"Hulha Negra","RS",0.761,0.665,0.761,0.856,2000
"Icém","SP",0.761,0.707,0.719,0.858,2000
"Jaguapitã","PR",0.761,0.671,0.775,0.838,2000
"Mairipotaba","GO",0.761,0.685,0.762,0.836,2000
"Mallet","PR",0.761,0.658,0.742,0.883,2000
"Motuca","SP",0.761,0.681,0.772,0.831,2000
"Mundo Novo","MS",0.761,0.675,0.754,0.855,2000
"Nova Castilho","SP",0.761,0.631,0.785,0.868,2000
"Óleo","SP",0.761,0.665,0.756,0.862,2000
"Pontão","RS",0.761,0.669,0.737,0.878,2000
"Porangatu","GO",0.761,0.723,0.681,0.878,2000
"Salto Grande","SP",0.761,0.687,0.763,0.832,2000
"São João de Iracema","SP",0.761,0.672,0.763,0.848,2000
"Seberi","RS",0.761,0.651,0.766,0.865,2000
"Serra","ES",0.761,0.683,0.705,0.896,2000
"Tavares","RS",0.761,0.668,0.817,0.797,2000
"Três Fronteiras","SP",0.761,0.686,0.763,0.835,2000
"Abadia dos Dourados","MG",0.76,0.654,0.799,0.826,2000
"Cambará do Sul","RS",0.76,0.682,0.733,0.865,2000
"Campos Borges","RS",0.76,0.669,0.755,0.855,2000
"Carandaí","MG",0.76,0.618,0.791,0.871,2000
"Castilho","SP",0.76,0.648,0.788,0.844,2000
"Chiapeta","RS",0.76,0.654,0.742,0.885,2000
"Dolcinópolis","SP",0.76,0.665,0.787,0.827,2000
"Dores de Campos","MG",0.76,0.647,0.799,0.834,2000
"Encruzilhada do Sul","RS",0.76,0.672,0.78,0.829,2000
"Herveiras","RS",0.76,0.633,0.829,0.818,2000
"Irapuru","SP",0.76,0.663,0.789,0.827,2000
"Itaipulândia","PR",0.76,0.68,0.721,0.878,2000
"Itirapuã","SP",0.76,0.673,0.756,0.852,2000
"Itumirim","MG",0.76,0.648,0.795,0.836,2000
"Jaborandi","SP",0.76,0.668,0.753,0.86,2000
"Jacupiranga","SP",0.76,0.706,0.743,0.83,2000
"Mandirituba","PR",0.76,0.68,0.765,0.836,2000
"Matelândia","PR",0.76,0.683,0.721,0.875,2000
"Morada Nova de Minas","MG",0.76,0.642,0.815,0.822,2000
"Nova Xavantina","MT",0.76,0.687,0.735,0.857,2000
"Novo Progresso","PA",0.76,0.68,0.805,0.795,2000
"Palmeiras de Goiás","GO",0.76,0.645,0.793,0.841,2000
"Paracatu","MG",0.76,0.675,0.761,0.844,2000
"Parnamirim","RN",0.76,0.703,0.721,0.856,2000
"Rio Novo do Sul","ES",0.76,0.658,0.808,0.814,2000
"Salto do Lontra","PR",0.76,0.638,0.81,0.831,2000
"Santa Vitória","MG",0.76,0.68,0.787,0.812,2000
"São José da Varginha","MG",0.76,0.625,0.815,0.841,2000
"Simão Pereira","MG",0.76,0.654,0.805,0.82,2000
"Tabatinga","SP",0.76,0.7,0.754,0.827,2000
"Urutaí","GO",0.76,0.672,0.73,0.878,2000
"Vargem Bonita","MG",0.76,0.666,0.789,0.826,2000
"Vitória das Missões","RS",0.76,0.593,0.836,0.852,2000
"Amambai","MS",0.759,0.68,0.786,0.81,2000
"Aparecida d'Oeste","SP",0.759,0.68,0.785,0.811,2000
"Aragoiânia","GO",0.759,0.656,0.792,0.828,2000
"Belmonte","SC",0.759,0.633,0.775,0.869,2000
"Bom Jardim de Minas","MG",0.759,0.631,0.804,0.842,2000
"Cachoeira Dourada","GO",0.759,0.676,0.784,0.818,2000
"Campestre","MG",0.759,0.681,0.79,0.806,2000
"Derrubadas","RS",0.759,0.63,0.787,0.861,2000
"Edéia","GO",0.759,0.705,0.741,0.83,2000
"Florínia","SP",0.759,0.652,0.795,0.83,2000
"Gonçalves","MG",0.759,0.657,0.814,0.807,2000
"Guará","SP",0.759,0.693,0.765,0.819,2000
"Guarani","MG",0.759,0.649,0.808,0.821,2000
"Ingaí","MG",0.759,0.677,0.761,0.839,2000
"Itapevi","SP",0.759,0.663,0.737,0.876,2000
"Itatinga","SP",0.759,0.672,0.765,0.84,2000
"Japurá","PR",0.759,0.679,0.748,0.85,2000
"Jarinu","SP",0.759,0.732,0.704,0.842,2000
"Monte Alegre de Minas","MG",0.759,0.676,0.757,0.845,2000
"Nova Itaberaba","SC",0.759,0.681,0.747,0.849,2000
"Novais","SP",0.759,0.642,0.789,0.845,2000
"Paulo Lopes","SC",0.759,0.644,0.83,0.803,2000
"Pérola","PR",0.759,0.679,0.754,0.845,2000
"Pérola d'Oeste","PR",0.759,0.633,0.774,0.87,2000
"Pirapetinga","MG",0.759,0.681,0.768,0.827,2000
"Piraúba","MG",0.759,0.648,0.812,0.817,2000
"Rianápolis","GO",0.759,0.682,0.777,0.817,2000
"Salgado Filho","PR",0.759,0.593,0.844,0.839,2000
"Seropédica","RJ",0.759,0.684,0.712,0.882,2000
"Sidrolândia","MS",0.759,0.678,0.754,0.845,2000
"Silvianópolis","MG",0.759,0.695,0.765,0.818,2000
"Tesouro","MT",0.759,0.65,0.774,0.854,2000
"Trindade","GO",0.759,0.644,0.792,0.842,2000
"Turuçu","RS",0.759,0.649,0.777,0.85,2000
"Vale do Sol","RS",0.759,0.649,0.789,0.84,2000
"Água Clara","MS",0.758,0.695,0.771,0.809,2000
"Alto Caparaó","MG",0.758,0.704,0.806,0.763,2000
"Arroio Grande","RS",0.758,0.676,0.742,0.856,2000
"Bananal","SP",0.758,0.703,0.702,0.87,2000
"Bom Jardim da Serra","SC",0.758,0.671,0.759,0.843,2000
"Buriti Alegre","GO",0.758,0.68,0.749,0.845,2000
"Campo Florido","MG",0.758,0.683,0.771,0.821,2000
"Guaraci","SP",0.758,0.688,0.737,0.85,2000
"Gurinhatã","MG",0.758,0.676,0.787,0.811,2000
"Ilicínea","MG",0.758,0.68,0.788,0.807,2000
"Ipameri","GO",0.758,0.669,0.729,0.876,2000
"Iraí de Minas","MG",0.758,0.679,0.76,0.834,2000
"Onça de Pitangui","MG",0.758,0.653,0.823,0.798,2000
"Paineiras","MG",0.758,0.636,0.815,0.822,2000
"Pirapora","MG",0.758,0.655,0.741,0.879,2000
"Potim","SP",0.758,0.642,0.761,0.87,2000
"Quevedos","RS",0.758,0.618,0.803,0.852,2000
"Raposos","MG",0.758,0.648,0.751,0.875,2000
"Riozinho","RS",0.758,0.666,0.788,0.821,2000
"Santa Isabel do Ivaí","PR",0.758,0.661,0.769,0.843,2000
"São Francisco","SP",0.758,0.655,0.8,0.82,2000
"São João do Sul","SC",0.758,0.658,0.767,0.849,2000
"Três Barras","SC",0.758,0.662,0.73,0.882,2000
"Turvolândia","MG",0.758,0.667,0.808,0.8,2000
"Uruana","GO",0.758,0.659,0.777,0.838,2000
"Vera Cruz","SP",0.758,0.709,0.709,0.855,2000
"Alvorada do Sul","PR",0.757,0.669,0.757,0.846,2000
"Aquidauana","MS",0.757,0.69,0.72,0.861,2000
"Barão de Cocais","MG",0.757,0.634,0.742,0.894,2000
"Brasilândia","MS",0.757,0.705,0.737,0.83,2000
"Brasnorte","MT",0.757,0.701,0.778,0.792,2000
"Cabedelo","PB",0.757,0.726,0.706,0.838,2000
"Conceição dos Ouros","MG",0.757,0.666,0.785,0.821,2000
"Embaúba","SP",0.757,0.661,0.765,0.846,2000
"Entre Rios do Sul","RS",0.757,0.67,0.724,0.877,2000
"Guaimbê","SP",0.757,0.661,0.778,0.833,2000
"Guarani d'Oeste","SP",0.757,0.666,0.769,0.837,2000
"Guarantã do Norte","MT",0.757,0.706,0.723,0.842,2000
"Iguape","SP",0.757,0.688,0.72,0.864,2000
"Jacinto Machado","SC",0.757,0.649,0.767,0.854,2000
"Jaguariaíva","PR",0.757,0.671,0.741,0.858,2000
"Linhares","ES",0.757,0.7,0.719,0.852,2000
"Macedônia","SP",0.757,0.669,0.769,0.832,2000
"Palma Sola","SC",0.757,0.648,0.769,0.855,2000
"Piacatu","SP",0.757,0.681,0.765,0.824,2000
"Piedade","SP",0.757,0.712,0.747,0.811,2000
"Piranguinho","MG",0.757,0.653,0.764,0.855,2000
"Restinga","SP",0.757,0.648,0.768,0.855,2000
"Rinópolis","SP",0.757,0.68,0.76,0.832,2000
"São Francisco de Paula","RS",0.757,0.687,0.733,0.851,2000
"Sapucaí-Mirim","MG",0.757,0.665,0.814,0.793,2000
"Teodoro Sampaio","SP",0.757,0.696,0.739,0.836,2000
"Vazante","MG",0.757,0.699,0.702,0.871,2000
"Aperibé","RJ",0.756,0.688,0.741,0.84,2000
"Araruama","RJ",0.756,0.701,0.719,0.849,2000
"Bandeirantes","PR",0.756,0.681,0.726,0.861,2000
"Caicó","RN",0.756,0.663,0.805,0.801,2000
"Candelária","RS",0.756,0.658,0.778,0.833,2000
"Cardoso","SP",0.756,0.692,0.718,0.857,2000
"Catas Altas","MG",0.756,0.617,0.812,0.838,2000
"Coimbra","MG",0.756,0.638,0.81,0.821,2000
"Cumari","GO",0.756,0.656,0.729,0.882,2000
"Guariba","SP",0.756,0.692,0.746,0.829,2000
"Luziânia","GO",0.756,0.665,0.752,0.85,2000
"Parisi","SP",0.756,0.676,0.752,0.84,2000
"Piratini","RS",0.756,0.65,0.78,0.838,2000
"Porto dos Gaúchos","MT",0.756,0.692,0.745,0.83,2000
"Prado Ferreira","PR",0.756,0.656,0.78,0.832,2000
"Santa Rita do Araguaia","GO",0.756,0.664,0.759,0.845,2000
"São José do Alegre","MG",0.756,0.661,0.765,0.843,2000
"São Pedro do Turvo","SP",0.756,0.647,0.794,0.826,2000
"Sarapuí","SP",0.756,0.703,0.738,0.828,2000
"Sério","RS",0.756,0.632,0.834,0.802,2000
"Três Forquilhas","RS",0.756,0.623,0.85,0.795,2000
"Araújos","MG",0.755,0.668,0.788,0.81,2000
"Bela Vista","MS",0.755,0.676,0.746,0.843,2000
"Boa Esperança do Sul","SP",0.755,0.688,0.754,0.822,2000
"Butiá","RS",0.755,0.673,0.753,0.839,2000
"Cacoal","RO",0.755,0.681,0.745,0.84,2000
"Canápolis","MG",0.755,0.657,0.791,0.817,2000
"Cosmorama","SP",0.755,0.684,0.738,0.844,2000
"Cristal","RS",0.755,0.65,0.795,0.819,2000
"Cruzeiro do Sul","PR",0.755,0.65,0.784,0.83,2000
"Curvelo","MG",0.755,0.665,0.757,0.843,2000
"Doresópolis","MG",0.755,0.659,0.789,0.818,2000
"Espírito Santo do Turvo","SP",0.755,0.666,0.763,0.835,2000
"Guia Lopes da Laguna","MS",0.755,0.688,0.768,0.81,2000
"Joaquim Távora","PR",0.755,0.663,0.766,0.835,2000
"Júlio Mesquita","SP",0.755,0.66,0.776,0.828,2000
"Juruaia","MG",0.755,0.685,0.787,0.794,2000
"Lagoa Vermelha","RS",0.755,0.699,0.708,0.859,2000
"Lutécia","SP",0.755,0.668,0.749,0.849,2000
"Morretes","PR",0.755,0.675,0.711,0.878,2000
"Palmeira","SC",0.755,0.653,0.799,0.813,2000
"Paranapanema","SP",0.755,0.7,0.75,0.815,2000
"Pedra do Indaiá","MG",0.755,0.642,0.823,0.8,2000
"Piracanjuba","GO",0.755,0.695,0.726,0.843,2000
"Populina","SP",0.755,0.665,0.787,0.812,2000
"Porto Vera Cruz","RS",0.755,0.588,0.794,0.882,2000
"Quadra","SP",0.755,0.664,0.774,0.827,2000
"Rio Paranaíba","MG",0.755,0.676,0.775,0.815,2000
"Santa Cruz de Minas","MG",0.755,0.637,0.772,0.856,2000
"Tiros","MG",0.755,0.667,0.804,0.795,2000
"Trabiju","SP",0.755,0.683,0.754,0.828,2000
"Tucuruí","PA",0.755,0.641,0.758,0.867,2000
"Alfredo Chaves","ES",0.754,0.655,0.784,0.823,2000
"Ametista do Sul","RS",0.754,0.656,0.782,0.823,2000
"Aparecida do Rio Doce","GO",0.754,0.672,0.776,0.815,2000
"Araputanga","MT",0.754,0.694,0.719,0.85,2000
"Bom Progresso","RS",0.754,0.608,0.791,0.862,2000
"Bom Sucesso","MG",0.754,0.664,0.783,0.815,2000
"Bonfinópolis de Minas","MG",0.754,0.636,0.787,0.838,2000
"Caratinga","MG",0.754,0.689,0.751,0.822,2000
"Cristais","MG",0.754,0.685,0.797,0.781,2000
"Herval","RS",0.754,0.638,0.782,0.843,2000
"Inhacorá","RS",0.754,0.627,0.812,0.822,2000
"Juquitiba","SP",0.754,0.666,0.75,0.845,2000
"Lapa","PR",0.754,0.683,0.716,0.863,2000
"Lucianópolis","SP",0.754,0.651,0.791,0.821,2000
"Mangueirinha","PR",0.754,0.651,0.79,0.822,2000
"Manoel Viana","RS",0.754,0.634,0.753,0.875,2000
"Marechal Floriano","ES",0.754,0.692,0.762,0.809,2000
"Nova Prata do Iguaçu","PR",0.754,0.656,0.763,0.842,2000
"Paulicéia","SP",0.754,0.67,0.753,0.838,2000
"Paulo de Faria","SP",0.754,0.701,0.713,0.848,2000
"Pimenta Bueno","RO",0.754,0.699,0.704,0.86,2000
"Pitangueiras","PR",0.754,0.649,0.788,0.825,2000
"Ribeirão dos Índios","SP",0.754,0.633,0.783,0.845,2000
"Rio Branco","AC",0.754,0.704,0.697,0.86,2000
"Rio Pardo","RS",0.754,0.687,0.727,0.849,2000
"Sabáudia","PR",0.754,0.665,0.753,0.843,2000
"Santa Clara d'Oeste","SP",0.754,0.659,0.787,0.816,2000
"Santa Luzia","MG",0.754,0.651,0.741,0.871,2000
"Santo Antônio de Pádua","RJ",0.754,0.689,0.759,0.814,2000
"Santo Antônio do Aracanguá","SP",0.754,0.665,0.741,0.856,2000
"São João das Duas Pontes","SP",0.754,0.674,0.781,0.808,2000
"São João do Pau d'Alho","SP",0.754,0.671,0.753,0.839,2000
"São Jorge d'Oeste","PR",0.754,0.668,0.713,0.882,2000
"São José do Rio Claro","MT",0.754,0.703,0.762,0.796,2000
"São Luís do Paraitinga","SP",0.754,0.68,0.778,0.803,2000
"São Miguel da Boa Vista","SC",0.754,0.621,0.785,0.855,2000
"São Simão","GO",0.754,0.683,0.703,0.876,2000
"Tombos","MG",0.754,0.648,0.781,0.833,2000
"Boqueirão do Leão","RS",0.753,0.651,0.782,0.825,2000
"Cachoeira Dourada","MG",0.753,0.667,0.787,0.804,2000
"Canas","SP",0.753,0.64,0.761,0.857,2000
"Comendador Levy Gasparian","RJ",0.753,0.661,0.73,0.867,2000
"Duque de Caxias","RJ",0.753,0.678,0.708,0.873,2000
"Engenheiro Paulo de Frontin","RJ",0.753,0.69,0.691,0.878,2000
"Igarapé","MG",0.753,0.656,0.741,0.862,2000
"Japaraíba","MG",0.753,0.665,0.75,0.845,2000
"Ji-Paraná","RO",0.753,0.707,0.699,0.853,2000
"Kaloré","PR",0.753,0.625,0.808,0.825,2000
"Laranjeiras do Sul","PR",0.753,0.673,0.737,0.848,2000
"Marmeleiro","PR",0.753,0.655,0.736,0.869,2000
"Matupá","MT",0.753,0.7,0.711,0.849,2000
"Painel","SC",0.753,0.659,0.782,0.819,2000
"Palminópolis","GO",0.753,0.673,0.741,0.844,2000
"Piên","PR",0.753,0.669,0.731,0.86,2000
"Pontes e Lacerda","MT",0.753,0.682,0.762,0.815,2000
"Pouso Alto","MG",0.753,0.654,0.777,0.829,2000
"Rolim de Moura","RO",0.753,0.677,0.742,0.84,2000
"Santana da Ponte Pensa","SP",0.753,0.67,0.788,0.801,2000
"São José da Bela Vista","SP",0.753,0.657,0.768,0.833,2000
"São José das Missões","RS",0.753,0.623,0.8,0.837,2000
"São Tomás de Aquino","MG",0.753,0.67,0.787,0.802,2000
"Siqueira Campos","PR",0.753,0.664,0.766,0.829,2000
"Sobradinho","RS",0.753,0.694,0.713,0.851,2000
"Visconde do Rio Branco","MG",0.753,0.679,0.76,0.819,2000
"Anhumas","SP",0.752,0.643,0.783,0.829,2000
"Aporé","GO",0.752,0.709,0.734,0.813,2000
"Ariquemes","RO",0.752,0.706,0.71,0.841,2000
"Cachoeiras de Macacu","RJ",0.752,0.673,0.756,0.828,2000
"Campos dos Goytacazes","RJ",0.752,0.693,0.697,0.867,2000
"Cariri do Tocantins","TO",0.752,0.638,0.784,0.833,2000
"Coqueiral","MG",0.752,0.655,0.788,0.812,2000
"Córrego Danta","MG",0.752,0.672,0.789,0.796,2000
"Delfinópolis","MG",0.752,0.664,0.784,0.807,2000
"Dores do Indaiá","MG",0.752,0.687,0.749,0.819,2000
"Fundão","ES",0.752,0.68,0.734,0.842,2000
"Guapé","MG",0.752,0.649,0.788,0.82,2000
"Ivaté","PR",0.752,0.625,0.8,0.83,2000
"Jupiá","SC",0.752,0.662,0.771,0.824,2000
"Lagoinha","SP",0.752,0.646,0.778,0.831,2000
"Laguna Carapã","MS",0.752,0.684,0.767,0.804,2000
"Major Vieira","SC",0.752,0.646,0.76,0.85,2000
"Mata","RS",0.752,0.641,0.77,0.845,2000
"Minduri","MG",0.752,0.643,0.778,0.835,2000
"Novo Horizonte","SC",0.752,0.675,0.718,0.863,2000
"Oscar Bressane","SP",0.752,0.694,0.748,0.815,2000
"Paial","SC",0.752,0.658,0.735,0.862,2000
"Pinheiro Machado","RS",0.752,0.669,0.717,0.869,2000
"Ponte Alta do Norte","SC",0.752,0.654,0.766,0.835,2000
"Prudente de Morais","MG",0.752,0.631,0.766,0.86,2000
"Rio Preto","MG",0.752,0.659,0.776,0.821,2000
"Rio Verde de Mato Grosso","MS",0.752,0.666,0.772,0.818,2000
"Santa Rita d'Oeste","SP",0.752,0.646,0.787,0.824,2000
"São Luís de Montes Belos","GO",0.752,0.687,0.719,0.851,2000
"Ubarana","SP",0.752,0.649,0.776,0.83,2000
"Arvoredo","SC",0.751,0.639,0.794,0.821,2000
"Cajati","SP",0.751,0.631,0.814,0.807,2000
"Campos Gerais","MG",0.751,0.665,0.789,0.798,2000
"Capim Branco","MG",0.751,0.64,0.761,0.851,2000
"Capitão Leônidas Marques","PR",0.751,0.691,0.71,0.852,2000
"Cerejeiras","RO",0.751,0.697,0.713,0.842,2000
"Conceição das Pedras","MG",0.751,0.631,0.803,0.82,2000
"Cruzeiro do Oeste","PR",0.751,0.678,0.715,0.859,2000
"Emilianópolis","SP",0.751,0.698,0.739,0.816,2000
"Fátima do Sul","MS",0.751,0.671,0.719,0.863,2000
"Itamarati de Minas","MG",0.751,0.653,0.768,0.833,2000
"Itutinga","MG",0.751,0.652,0.761,0.84,2000
"Jari","RS",0.751,0.605,0.803,0.845,2000
"Juatuba","MG",0.751,0.646,0.748,0.858,2000
"Juruena","MT",0.751,0.691,0.744,0.819,2000
"Limeira do Oeste","MG",0.751,0.659,0.799,0.794,2000
"Naviraí","MS",0.751,0.676,0.754,0.824,2000
"Paranaiguara","GO",0.751,0.689,0.745,0.819,2000
"Princesa","SC",0.751,0.646,0.762,0.845,2000
"Ribeirão Corrente","SP",0.751,0.659,0.756,0.837,2000
"Santa Mariana","PR",0.751,0.659,0.784,0.809,2000
"São Domingos do Prata","MG",0.751,0.629,0.779,0.844,2000
"São Roque do Canaã","ES",0.751,0.658,0.772,0.822,2000
"Taiaçu","SP",0.751,0.688,0.746,0.818,2000
"Uraí","PR",0.751,0.672,0.762,0.819,2000
"Xambrê","PR",0.751,0.638,0.794,0.821,2000
"Alto Piquiri","PR",0.75,0.674,0.747,0.829,2000
"Anita Garibaldi","SC",0.75,0.618,0.806,0.825,2000
"Astorga","PR",0.75,0.707,0.696,0.848,2000
"Biritiba-Mirim","SP",0.75,0.688,0.739,0.824,2000
"Bom Jesus","RS",0.75,0.665,0.733,0.853,2000
"Bom Repouso","MG",0.75,0.683,0.781,0.786,2000
"Campinorte","GO",0.75,0.628,0.806,0.817,2000
"Cariacica","ES",0.75,0.669,0.703,0.878,2000
"Carrancas","MG",0.75,0.642,0.761,0.846,2000
"Caseiros","RS",0.75,0.655,0.737,0.859,2000
"Centralina","MG",0.75,0.726,0.742,0.781,2000
"Colíder","MT",0.75,0.708,0.702,0.84,2000
"Cordislândia","MG",0.75,0.633,0.803,0.814,2000
"Delta","MG",0.75,0.666,0.771,0.814,2000
"Dom Bosco","MG",0.75,0.622,0.797,0.832,2000
"Formosa","GO",0.75,0.681,0.73,0.84,2000
"Guarará","MG",0.75,0.666,0.76,0.823,2000
"Iepê","SP",0.75,0.679,0.719,0.853,2000
"Iporã","PR",0.75,0.64,0.758,0.852,2000
"Itariri","SP",0.75,0.688,0.722,0.839,2000
"Jacuí","MG",0.75,0.658,0.788,0.803,2000
"Lagoa Formosa","MG",0.75,0.666,0.795,0.788,2000
"Martinópolis","SP",0.75,0.683,0.729,0.839,2000
"Mombuca","SP",0.75,0.684,0.763,0.804,2000
"Montes Claros de Goiás","GO",0.75,0.652,0.772,0.826,2000
"Mossâmedes","GO",0.75,0.652,0.757,0.842,2000
"Porto Nacional","TO",0.75,0.646,0.708,0.896,2000
"Querência","MT",0.75,0.706,0.735,0.808,2000
"Rochedo de Minas","MG",0.75,0.635,0.784,0.83,2000
"Santo Antônio do Caiuá","PR",0.75,0.619,0.821,0.81,2000
"São Manuel do Paraná","PR",0.75,0.647,0.75,0.854,2000
"Severínia","SP",0.75,0.672,0.753,0.826,2000
"Uchoa","SP",0.75,0.694,0.719,0.837,2000
"Araguaína","TO",0.749,0.667,0.708,0.873,2000
"Brazabrantes","GO",0.749,0.617,0.797,0.834,2000
"Cabo Verde","MG",0.749,0.74,0.725,0.781,2000
"Campo do Meio","MG",0.749,0.657,0.788,0.803,2000
"Carmópolis de Minas","MG",0.749,0.664,0.783,0.8,2000
"Cidade Gaúcha","PR",0.749,0.676,0.712,0.858,2000
"Conceição do Pará","MG",0.749,0.623,0.808,0.815,2000
"Cristalândia","TO",0.749,0.624,0.758,0.866,2000
"Gramado Xavier","RS",0.749,0.708,0.746,0.793,2000
"Indianópolis","PR",0.749,0.654,0.752,0.841,2000
"Juína","MT",0.749,0.716,0.732,0.799,2000
"Maripá de Minas","MG",0.749,0.664,0.76,0.823,2000
"Minaçu","GO",0.749,0.646,0.753,0.849,2000
"Pontes Gestal","SP",0.749,0.677,0.718,0.853,2000
"Ribeirão das Neves","MG",0.749,0.619,0.773,0.856,2000
"Roque Gonzales","RS",0.749,0.625,0.74,0.883,2000
"Salto do Jacuí","RS",0.749,0.678,0.717,0.851,2000
"Santana da Vargem","MG",0.749,0.694,0.758,0.795,2000
"Santo Antônio de Goiás","GO",0.749,0.67,0.753,0.824,2000
"Timburi","SP",0.749,0.652,0.763,0.831,2000
"Vale Verde","RS",0.749,0.646,0.795,0.805,2000
"Alambari","SP",0.748,0.666,0.728,0.849,2000
"Araçaí","MG",0.748,0.633,0.737,0.875,2000
"Aragarças","GO",0.748,0.647,0.729,0.867,2000
"Assaí","PR",0.748,0.657,0.753,0.835,2000
"Avaí","SP",0.748,0.669,0.739,0.836,2000
"Brejo Alegre","SP",0.748,0.656,0.766,0.822,2000
"Capela do Alto","SP",0.748,0.654,0.738,0.853,2000
"Cedro do Abaeté","MG",0.748,0.633,0.814,0.796,2000
"Descoberto","MG",0.748,0.638,0.805,0.8,2000
"Diamantina","MG",0.748,0.668,0.728,0.848,2000
"Esmeraldas","MG",0.748,0.644,0.767,0.834,2000
"Feliz Natal","MT",0.748,0.738,0.721,0.784,2000
"Fernão","SP",0.748,0.67,0.748,0.825,2000
"Itabuna","BA",0.748,0.663,0.733,0.848,2000
"Itaguaçu","ES",0.748,0.662,0.772,0.811,2000
"Jeriquara","SP",0.748,0.665,0.756,0.824,2000
"João Pinheiro","MG",0.748,0.65,0.774,0.821,2000
"Leoberto Leal","SC",0.748,0.661,0.773,0.811,2000
"Martinho Campos","MG",0.748,0.676,0.749,0.819,2000
"Miracatu","SP",0.748,0.664,0.763,0.817,2000
"Muitos Capões","RS",0.748,0.648,0.755,0.842,2000
"Nova Esperança","PR",0.748,0.697,0.696,0.85,2000
"Porto Rico","PR",0.748,0.646,0.751,0.847,2000
"Romelândia","SC",0.748,0.612,0.762,0.87,2000
"Rubiataba","GO",0.748,0.659,0.723,0.861,2000
"Salesópolis","SP",0.748,0.698,0.725,0.822,2000
"São Bernardino","SC",0.748,0.645,0.749,0.849,2000
"Sarzedo","MG",0.748,0.643,0.751,0.849,2000
"Terra Nova do Norte","MT",0.748,0.623,0.725,0.895,2000
"Albertina","MG",0.747,0.669,0.79,0.781,2000
"Cacequi","RS",0.747,0.643,0.727,0.872,2000
"Camaragibe","PE",0.747,0.633,0.761,0.847,2000
"Cana Verde","MG",0.747,0.649,0.808,0.785,2000
"Cezarina","GO",0.747,0.642,0.724,0.874,2000
"Conceição do Rio Verde","MG",0.747,0.686,0.775,0.779,2000
"Coronel Martins","SC",0.747,0.678,0.732,0.831,2000
"Dionísio Cerqueira","SC",0.747,0.65,0.762,0.83,2000
"Estiva","MG",0.747,0.687,0.776,0.779,2000
"Estrela do Sul","MG",0.747,0.633,0.799,0.808,2000
"Flora Rica","SP",0.747,0.65,0.768,0.824,2000
"Guapirama","PR",0.747,0.645,0.766,0.831,2000
"Itajá","GO",0.747,0.671,0.745,0.825,2000
"Itapeva","MG",0.747,0.671,0.776,0.794,2000
"Maximiliano de Almeida","RS",0.747,0.651,0.707,0.883,2000
"Nepomuceno","MG",0.747,0.672,0.772,0.798,2000
"Nova Fátima","PR",0.747,0.675,0.765,0.8,2000
"Olímpio Noronha","MG",0.747,0.638,0.797,0.806,2000
"Petrolina","PE",0.747,0.658,0.756,0.828,2000
"Pinheirinho do Vale","RS",0.747,0.616,0.782,0.842,2000
"Porto Lucena","RS",0.747,0.621,0.741,0.879,2000
"Primeiro de Maio","PR",0.747,0.661,0.753,0.828,2000
"Quedas do Iguaçu","PR",0.747,0.664,0.737,0.839,2000
"Ribeirão Claro","PR",0.747,0.661,0.744,0.837,2000
"Rio Brilhante","MS",0.747,0.683,0.719,0.84,2000
"Santa Helena de Goiás","GO",0.747,0.674,0.726,0.84,2000
"São José da Lapa","MG",0.747,0.666,0.72,0.855,2000
"Tucumã","PA",0.747,0.695,0.742,0.804,2000
"Vespasiano","MG",0.747,0.654,0.728,0.859,2000
"Vitória Brasil","SP",0.747,0.65,0.787,0.805,2000
"Arceburgo","MG",0.746,0.681,0.725,0.832,2000
"Barbosa","SP",0.746,0.66,0.717,0.861,2000
"Biquinhas","MG",0.746,0.637,0.792,0.81,2000
"Bom Jesus do Itabapoana","RJ",0.746,0.689,0.699,0.851,2000
"Borebi","SP",0.746,0.664,0.763,0.812,2000
"Castanhal","PA",0.746,0.622,0.761,0.854,2000
"Estrela do Norte","GO",0.746,0.629,0.784,0.824,2000
"Fazenda Nova","GO",0.746,0.627,0.771,0.839,2000
"Goioerê","PR",0.746,0.679,0.688,0.872,2000
"Guareí","SP",0.746,0.668,0.755,0.816,2000
"Ibiúna","SP",0.746,0.682,0.746,0.811,2000
"Itaguaru","GO",0.746,0.675,0.718,0.845,2000
"Jandaia","GO",0.746,0.648,0.724,0.866,2000
"Magé","RJ",0.746,0.665,0.711,0.863,2000
"Matos Costa","SC",0.746,0.617,0.793,0.827,2000
"Nazaré Paulista","SP",0.746,0.666,0.762,0.81,2000
"Paiçandu","PR",0.746,0.642,0.745,0.852,2000
"Pequeri","MG",0.746,0.657,0.723,0.858,2000
"Recreio","MG",0.746,0.658,0.769,0.81,2000
"Renascença","PR",0.746,0.64,0.736,0.862,2000
"Santa Cecília","SC",0.746,0.644,0.766,0.829,2000
"Santarém","PA",0.746,0.598,0.755,0.884,2000
"Santo Antônio da Barra","GO",0.746,0.629,0.844,0.766,2000
"São Sebastião do Oeste","MG",0.746,0.635,0.801,0.802,2000
"Tabaí","RS",0.746,0.67,0.732,0.836,2000
"Terra Rica","PR",0.746,0.672,0.736,0.83,2000
